"","x"
"250",NA
"251",NA
"252",NA
"253",NA
"254",NA
"255",NA
"256",NA
"257",NA
"258",NA
"259",NA
"260",NA
"261",NA
"262",119
"263",87
"264",75
"265",108
"266",115
"267",104
"268",88
"269",88
"270",110
"271",125
"272",122
"273",132
"274",99
"275",110
"276",109
"277",190
"278",207
"279",288
"280",449
"281",504
"282",395
"283",337
"284",291
"285",249
"286",119
"287",92
"288",75
"289",56
"290",57
"291",51
"292",48
"293",48
"294",31
"295",13
"296",13
"297",5
"298",7
"299",17
"300",10
"301",7
"302",8
"303",7
"304",9
"305",9
"306",15
"307",9
"308",9
"309",20
"310",11
"311",5
"312",5
"313",32
"314",86
"315",84
"316",116
"317",123
"318",168
"319",186
"320",199
"321",275
"322",259
"323",563
"324",1225
"325",1501
"326",1134
"327",931
"328",694
"329",422
"330",302
"331",174
"332",131
"333",116
"334",100
"335",79
"336",63
"337",63
"338",61
"339",57
"340",48
"341",30
"342",34
"343",38
"344",23
"345",22
"346",29
"347",33
"348",11
"349",10
"350",9
"351",6
"352",8
"353",6
"354",6
"355",6
"356",3
"357",4
"358",6
"359",8
"360",18
"361",9
"362",10
"363",12
"364",13
"365",11
"366",14
"367",85
"368",119
"369",105
"370",119
"371",146
"372",214
"373",158
"374",147
"375",260
"376",292
"377",301
"378",431
"379",624
"380",701
"381",656
"382",697
"383",678
"384",708
"385",751
"386",612
"387",456
"388",377
"389",304
"390",270
"391",206
"392",225
"393",167
"394",120
"395",109
"396",107
"397",96
"398",35
"399",33
"400",39
"401",23
"402",35
"403",24
"404",24
"405",24
"406",21
"407",32
"408",23
"409",21
"410",15
"411",16
"412",25
"413",22
"414",14
"415",25
"416",21
"417",30
"418",35
"419",167
"420",156
"421",216
"422",218
"423",224
"424",302
"425",293
"426",258
"427",270
"428",281
"429",267
"430",231
"431",293
"432",239
"433",272
"434",264
"435",340
"436",430
"437",483
"438",545
"439",555
"440",613
"441",614
"442",515
"443",488
"444",460
"445",426
"446",385
"447",273
"448",190
"449",154
"450",118
"451",45
"452",43
"453",39
"454",28
"455",33
"456",26
"457",29
"458",32
"459",26
"460",20
"461",22
"462",17
"463",25
"464",15
"465",19
"466",33
"467",20
"468",34
"469",17
"470",35
"471",143
"472",129
"473",186
"474",202
"475",236
"476",205
"477",244
"478",248
"479",235
"480",282
"481",326
"482",271
"483",338
"484",359
"485",309
"486",380
"487",309
"488",419
"489",520
"490",496
"491",512
"492",520
"493",459
"494",417
"495",353
"496",377
"497",322
"498",284
"499",214
"500",180
"501",127
"502",94
"503",37
"504",33
"505",41
"506",25
"507",35
"508",41
"509",42
"510",32
"511",37
"512",31
"513",18
"514",20
"515",21
"516",26
"517",31
"518",32
"519",29
"520",33
"521",43
"522",62
"523",173
"524",189
"525",190
"526",244
"527",249
"528",241
"529",209
"530",211
"531",251
"532",256
"533",222
"534",197
"535",215
"536",245
"537",266
"538",228
"539",309
"540",507
"541",922
"542",1049
"543",1017
"544",940
"545",860
"546",612
"547",494
"548",365
"549",324
"550",257
"551",191
"552",165
"553",125
"554",72
"555",46
"556",30
"557",27
"558",39
"559",26
"560",27
"561",24
"562",25
"563",29
"564",31
"565",31
"566",25
"567",17
"568",19
"569",32
"570",36
"571",35
"572",42
"573",45
"574",48
"575",160
"576",190
"577",140
"578",199
"579",226
"580",287
"581",266
"582",252
"583",201
"584",304
"585",276
"586",218
"587",201
"588",196
"589",216
"590",268
"591",342
"592",489
"593",1066
"594",1293
"595",1061
"596",941
"597",581
"598",462
"599",424
"600",340
"601",296
"602",210
"603",117
"604",133
"605",387
"606",299
"607",241
"608",143
"609",170
"610",310
"611",278
"612",256
"613",150
"614",150
"615",123
"616",93
"617",82
"618",71
"619",59
"620",44
"621",75
"622",102
"623",144
"624",174
"625",350
"626",486
"627",447
"628",665
"629",930
"630",1883
"631",3222
"632",4703
"633",3365
"634",2273
"635",861
"636",775
"637",595
"638",434
"639",270
"640",267
"641",276
"642",235
"643",278
"644",302
"645",352
"646",327
"647",366
"648",288
"649",234
"650",228
"651",183
"652",189
"653",191
"654",249
"655",170
"656",124
"657",120
"658",161
"659",107
"660",114
"661",122
"662",94
"663",102
"664",92
"665",91
"666",79
"667",84
"668",75
"669",89
"670",79
"671",78
"672",91
"673",71
"674",69
"675",57
"676",77
"677",101
"678",115
"679",97
"680",252
"681",307
"682",338
"683",345
"684",338
"685",302
"686",395
"687",321
"688",412
"689",423
"690",440
"691",405
"692",411
"693",508
"694",555
"695",568
"696",780
"697",929
"698",1198
"699",1339
"700",1252
"701",1035
"702",960
"703",756
"704",616
"705",683
"706",579
"707",499
"708",390
"709",368
"710",341
"711",286
"712",274
"713",294
"714",247
"715",294
"716",246
"717",214
"718",187
"719",183
"720",203
"721",207
"722",188
"723",183
"724",194
"725",189
"726",184
"727",182
"728",172
"729",214
"730",214
"731",273
"732",280
"733",401
"734",381
"735",432
"736",450
"737",471
"738",391
"739",335
"740",431
"741",377
"742",448
"743",448
"744",408
"745",419
"746",455
"747",433
"748",486
"749",468
"750",475
"751",480
"752",449
"753",417
"754",381
"755",406
"756",473
"757",358
"758",438
"759",456
"760",381
"761",322
"762",269
"763",301
"764",246
"765",253
"766",214
"767",206
"768",205
"769",216
"770",225
"771",185
"772",220
"773",203
"774",182
"775",182
"776",201
"777",191
"778",159
"779",182
"780",196
"781",233
"782",231
"783",236
"784",322
"785",295
"786",438
"787",334
"788",314
"789",337
"790",373
"791",325
"792",516
"793",734
"794",1071
"795",1485
"796",1380
"797",1344
"798",1682
"799",1541
"800",1283
"801",1191
"802",919
"803",801
"804",657
"805",658
"806",600
"807",594
"808",550
"809",616
"810",658
"811",678
"812",458
"813",390
"814",390
"815",343
"816",274
"817",248
"818",216
"819",215
"820",248
"821",197
"822",210
"823",174
"824",196
"825",187
"826",166
"827",172
"828",173
"829",160
"830",164
"831",162
"832",77
"833",165
"834",195
"835",265
"836",368
"837",390
"838",421
"839",391
"840",403
"841",434
"842",440
"843",385
"844",335
"845",440
"846",509
"847",527
"848",513
"849",509
"850",689
"851",861
"852",889
"853",1004
"854",1036
"855",868
"856",702
"857",672
"858",648
"859",545
"860",665
"861",650
"862",825
"863",976
"864",789
"865",629
"866",513
"867",490
"868",389
"869",289
"870",217
"871",271
"872",236
"873",224
"874",231
"875",142
"876",112
