"","x"
"255",NA
"256",NA
"257",NA
"258",NA
"259",NA
"260",NA
"261",NA
"262",2
"263",10
"264",14
"265",12
"266",22
"267",22
"268",28
"269",8
"270",15
"271",18
"272",23
"273",16
"274",10
"275",21
"276",30
"277",32
"278",28
"279",14
"280",46
"281",43
"282",52
"283",36
"284",42
"285",36
"286",30
"287",25
"288",6
"289",7
"290",13
"291",10
"292",3
"293",2
"294",3
"295",11
"296",3
"297",3
"298",1
"299",0
"300",1
"301",0
"302",1
"303",1
"304",2
"305",1
"306",0
"307",0
"308",0
"309",0
"310",0
"311",1
"312",3
"313",3
"314",24
"315",24
"316",36
"317",44
"318",84
"319",89
"320",159
"321",309
"322",333
"323",384
"324",350
"325",290
"326",118
"327",104
"328",66
"329",39
"330",51
"331",69
"332",44
"333",51
"334",35
"335",25
"336",28
"337",29
"338",19
"339",13
"340",13
"341",10
"342",16
"343",8
"344",12
"345",14
"346",12
"347",9
"348",6
"349",11
"350",5
"351",2
"352",1
"353",1
"354",0
"355",2
"356",1
"357",0
"358",3
"359",2
"360",1
"361",2
"362",1
"363",1
"364",0
"365",1
"366",1
"367",39
"368",46
"369",54
"370",56
"371",71
"372",96
"373",85
"374",125
"375",112
"376",107
"377",112
"378",105
"379",136
"380",140
"381",196
"382",181
"383",182
"384",174
"385",270
"386",239
"387",335
"388",261
"389",234
"390",136
"391",135
"392",95
"393",68
"394",67
"395",25
"396",42
"397",42
"398",36
"399",33
"400",38
"401",79
"402",35
"403",5
"404",17
"405",11
"406",16
"407",20
"408",18
"409",15
"410",9
"411",13
"412",20
"413",11
"414",21
"415",24
"416",17
"417",23
"418",17
"419",33
"420",52
"421",49
"422",53
"423",59
"424",77
"425",81
"426",64
"427",98
"428",124
"429",185
"430",176
"431",200
"432",132
"433",162
"434",128
"435",118
"436",147
"437",128
"438",98
"439",126
"440",120
"441",152
"442",162
"443",138
"444",90
"445",74
"446",66
"447",120
"448",100
"449",82
"450",69
"451",73
"452",55
"453",57
"454",59
"455",47
"456",45
"457",28
"458",37
"459",29
"460",39
"461",33
"462",26
"463",37
"464",42
"465",47
"466",44
"467",59
"468",48
"469",45
"470",59
"471",81
"472",85
"473",71
"474",101
"475",84
"476",95
"477",85
"478",90
"479",107
"480",108
"481",124
"482",116
"483",108
"484",104
"485",137
"486",167
"487",212
"488",235
"489",345
"490",357
"491",272
"492",279
"493",203
"494",201
"495",164
"496",158
"497",58
"498",53
"499",60
"500",73
"501",50
"502",53
"503",39
"504",60
"505",58
"506",29
"507",22
"508",35
"509",19
"510",32
"511",29
"512",27
"513",35
"514",27
"515",29
"516",33
"517",28
"518",28
"519",27
"520",36
"521",44
"522",59
"523",53
"524",73
"525",65
"526",73
"527",107
"528",139
"529",144
"530",142
"531",111
"532",131
"533",136
"534",117
"535",105
"536",117
"537",140
"538",192
"539",252
"540",353
"541",391
"542",382
"543",425
"544",346
"545",223
"546",215
"547",170
"548",122
"549",97
"550",98
"551",64
"552",72
"553",87
"554",77
"555",67
"556",80
"557",57
"558",53
"559",65
"560",66
"561",37
"562",36
"563",50
"564",42
"565",53
"566",70
"567",30
"568",37
"569",41
"570",39
"571",48
"572",38
"573",72
"574",64
"575",90
"576",100
"577",125
"578",121
"579",135
"580",157
"581",119
"582",118
"583",90
"584",136
"585",133
"586",134
"587",80
"588",121
"589",95
"590",126
"591",144
"592",155
"593",208
"594",245
"595",349
"596",364
"597",387
"598",409
"599",350
"600",263
"601",222
"602",192
"603",148
"604",139
"605",267
"606",334
"607",234
"608",230
"609",149
"610",173
"611",131
"612",128
"613",127
"614",92
"615",79
"616",66
"617",74
"618",107
"619",76
"620",103
"621",106
"622",339
"623",381
"624",440
"625",408
"626",507
"627",779
"628",1605
"629",1718
"630",1559
"631",1243
"632",819
"633",653
"634",452
"635",231
"636",289
"637",220
"638",171
"639",145
"640",175
"641",193
"642",169
"643",178
"644",257
"645",227
"646",229
"647",287
"648",249
"649",201
"650",176
"651",146
"652",114
"653",99
"654",110
"655",78
"656",73
"657",115
"658",73
"659",85
"660",63
"661",54
"662",72
"663",40
"664",43
"665",53
"666",23
"667",36
"668",43
"669",40
"670",46
"671",44
"672",44
"673",49
"674",47
"675",36
"676",69
"677",58
"678",68
"679",80
"680",87
"681",159
"682",139
"683",158
"684",182
"685",175
"686",204
"687",155
"688",156
"689",161
"690",124
"691",166
"692",186
"693",190
"694",242
"695",276
"696",335
"697",379
"698",417
"699",578
"700",505
"701",572
"702",544
"703",389
"704",336
"705",242
"706",212
"707",193
"708",152
"709",132
"710",120
"711",96
"712",110
"713",85
"714",94
"715",81
"716",73
"717",83
"718",73
"719",50
"720",44
"721",44
"722",38
"723",28
"724",41
"725",38
"726",25
"727",71
"728",70
"729",62
"730",83
"731",82
"732",140
"733",150
"734",131
"735",154
"736",177
"737",154
"738",191
"739",139
"740",192
"741",136
"742",179
"743",159
"744",176
"745",169
"746",143
"747",155
"748",214
"749",242
"750",229
"751",304
"752",256
"753",307
"754",298
"755",358
"756",378
"757",272
"758",305
"759",342
"760",293
"761",256
"762",254
"763",192
"764",157
"765",123
"766",102
"767",86
"768",71
"769",62
"770",53
"771",42
"772",40
"773",46
"774",42
"775",37
"776",44
"777",34
"778",37
"779",44
"780",57
"781",58
"782",79
"783",98
"784",126
"785",132
"786",144
"787",128
"788",172
"789",180
"790",230
"791",202
"792",229
"793",237
"794",318
"795",290
"796",400
"797",353
"798",496
"799",556
"800",526
"801",525
"802",483
"803",372
"804",315
"805",226
"806",156
"807",179
"808",128
"809",109
"810",96
"811",62
"812",65
"813",61
"814",58
"815",25
"816",36
"817",44
"818",24
"819",34
"820",32
"821",23
"822",14
"823",10
"824",21
"825",22
"826",18
"827",10
"828",18
"829",13
"830",15
"831",14
"832",12
"833",24
"834",30
"835",37
"836",73
"837",73
"838",89
"839",81
"840",85
"841",65
"842",83
"843",71
"844",69
"845",92
"846",129
"847",218
"848",382
"849",479
"850",576
"851",427
"852",323
"853",254
"854",214
"855",167
"856",157
"857",109
"858",140
"859",75
"860",93
"861",71
"862",105
"863",89
"864",101
"865",110
"866",79
"867",102
"868",88
"869",53
"870",27
"871",27
"872",23
"873",19
"874",13
"875",10
"876",14
