"","x"
"313",92
"314",118
"315",175
"316",169
"317",179
"318",233
"319",243
"320",326
"321",376
"322",330
"323",665
"324",1358
"325",1394
"326",1065
"327",622
"328",450
"329",290
"330",253
"331",244
"332",218
"333",176
"334",199
"335",176
"336",113
"337",145
"338",121
"339",142
"340",141
"341",104
"342",89
"343",106
"344",79
"345",83
"346",89
"347",80
"348",83
"349",74
"350",79
"351",59
"352",45
"353",12
"354",29
"355",57
"356",48
"357",49
"358",36
"359",43
"360",33
"361",36
"362",40
"363",53
"364",60
"365",92
"366",57
"367",209
"368",148
"369",177
"370",226
"371",210
"372",228
"373",324
"374",270
"375",336
"376",466
"377",491
"378",674
"379",751
"380",751
"381",648
"382",522
"383",641
"384",700
"385",811
"386",694
"387",617
"388",504
"389",464
"390",401
"391",409
"392",321
"393",233
"394",224
"395",182
"396",163
"397",124
"398",143
"399",102
"400",73
"401",87
"402",102
"403",75
"404",73
"405",69
"406",32
"407",60
"408",59
"409",46
"410",54
"411",47
"412",34
"413",9
"414",44
"415",64
"416",57
"417",95
"418",94
"419",281
"420",300
"421",349
"422",341
"423",514
"424",524
"425",469
"426",393
"427",582
"428",512
"429",498
"430",489
"431",455
"432",364
"433",429
"434",379
"435",487
"436",603
"437",717
"438",593
"439",541
"440",623
"441",554
"442",446
"443",533
"444",426
"445",242
"446",299
"447",227
"448",231
"449",182
"450",147
"451",125
"452",143
"453",96
"454",49
"455",90
"456",83
"457",33
"458",68
"459",67
"460",27
"461",26
"462",28
"463",33
"464",22
"465",22
"466",23
"467",19
"468",32
"469",42
"470",45
"471",117
"472",151
"473",226
"474",220
"475",219
"476",290
"477",322
"478",372
"479",534
"480",478
"481",526
"482",645
"483",435
"484",598
"485",490
"486",512
"487",691
"488",670
"489",730
"490",703
"491",648
"492",547
"493",579
"494",731
"495",522
"496",477
"497",363
"498",275
"499",219
"500",206
"501",168
"502",140
"503",157
"504",165
"505",129
"506",105
"507",115
"508",109
"509",74
"510",85
"511",52
"512",53
"513",65
"514",50
"515",45
"516",72
"517",69
"518",44
"519",32
"520",41
"521",44
"522",67
"523",1082
"524",1051
"525",1281
"526",1332
"527",1528
"528",1678
"529",1657
"530",1613
"531",1852
"532",1728
"533",1896
"534",1867
"535",1968
"536",2000
"537",1910
"538",2019
"539",2564
"540",3246
"541",3952
"542",3998
"543",3745
"544",3296
"545",3006
"546",2808
"547",2272
"548",2028
"549",1707
"550",1479
"551",1247
"552",1011
"553",886
"554",975
"555",939
"556",980
"557",1091
"558",980
"559",912
"560",930
"561",829
"562",786
"563",735
"564",708
"565",603
"566",605
"567",635
"568",590
"569",560
"570",630
"571",659
"572",623
"573",927
"574",967
"575",1014
"576",1154
"577",1136
"578",1126
"579",1159
"580",1338
"581",1384
"582",1431
"583",1662
"584",1934
"585",1875
"586",2103
"587",2045
"588",2196
"589",2036
"590",2007
"591",2376
"592",2720
"593",2912
"594",3163
"595",3163
"596",2696
"597",2403
"598",2478
"599",2362
"600",2177
"601",1805
"602",1624
"603",1289
"604",1285
"605",4852
"606",3234
"607",4704
"608",13809
"609",15955
"610",11050
"611",6496
"612",4294
"613",2825
"614",1932
"615",1417
"616",1071
"617",1008
"618",925
"619",940
"620",969
"621",973
"622",1167
"623",1426
"624",1775
"625",1828
"626",2133
"627",1904
"628",2402
"629",2745
"630",4780
"631",6327
"632",6263
"633",6135
"634",5020
"635",4334
"636",3848
"637",3348
"638",3182
"639",2719
"640",3010
"641",2342
"642",2270
"643",2432
"644",2072
"645",2204
"646",2205
"647",2029
"648",1713
"649",1424
"650",1489
"651",1710
"652",1632
"653",1563
"654",1258
"655",1488
"656",1492
"657",1450
"658",1353
"659",1308
"660",1284
"661",1143
"662",1117
"663",1008
"664",1010
"665",1106
"666",1020
"667",999
"668",878
"669",810
"670",825
"671",863
"672",780
"673",795
"674",701
"675",703
"676",894
"677",907
"678",1184
"679",1082
"680",1259
"681",1494
"682",1419
"683",1476
"684",1518
"685",1804
"686",2047
"687",2172
"688",2799
"689",3010
"690",3680
"691",4471
"692",4173
"693",3873
"694",3496
"695",3251
"696",3060
"697",3110
"698",3338
"699",3363
"700",3238
"701",2653
"702",2283
"703",2216
"704",2042
"705",2068
"706",2093
"707",1702
"708",1626
"709",1385
"710",1300
"711",1436
"712",1237
"713",1439
"714",1282
"715",1263
"716",1181
"717",1032
"718",949
"719",849
"720",740
"721",640
"722",692
"723",651
"724",675
"725",640
"726",709
"727",661
"728",690
"729",793
"730",795
"731",1080
"732",1672
"733",1868
"734",1813
"735",1822
"736",2223
"737",2248
"738",2285
"739",2306
"740",2663
"741",2746
"742",2731
"743",2775
"744",2657
"745",2636
"746",2140
"747",2221
"748",2155
"749",2158
"750",2131
"751",2177
"752",2398
"753",2215
"754",2207
"755",2468
"756",2350
"757",2179
"758",2186
"759",2030
"760",2013
"761",1654
"762",1741
"763",1865
"764",1737
"765",1616
"766",1509
"767",1493
"768",1451
"769",1530
"770",1522
"771",1329
"772",1387
"773",1206
"774",1132
"775",1024
"776",986
"777",989
"778",1183
"779",973
"780",1036
"781",1237
"782",1407
"783",1405
"784",1570
"785",1734
"786",1921
"787",1989
"788",1584
"789",1656
"790",1902
"791",2150
"792",2792
"793",3493
"794",4046
"795",5047
"796",5426
"797",5450
"798",6947
"799",7593
"800",5890
"801",4819
"802",4164
"803",3665
"804",3982
"805",3485
"806",3430
"807",3217
"808",2870
"809",2479
"810",2230
"811",1937
"812",1901
"813",1771
"814",1792
"815",1724
"816",1680
"817",1510
"818",1480
"819",1349
"820",1401
"821",1363
"822",1217
"823",1179
"824",1185
"825",1074
"826",983
"827",946
"828",887
"829",757
"830",811
"831",807
"832",802
"833",899
"834",1321
"835",1565
"836",1819
"837",1665
"838",1769
"839",2032
"840",2099
"841",2135
"842",2139
"843",2282
"844",2276
"845",2978
"846",2695
"847",3088
"848",3434
"849",3356
"850",3416
"851",3862
"852",3322
"853",3293
"854",3286
"855",2791
"856",2657
"857",2444
"858",2795
"859",3347
"860",4291
"861",4810
"862",4623
"863",4224
"864",2946
"865",2410
"866",2025
"867",2182
"868",2058
"869",1907
"870",1746
"871",1759
"872",1609
"873",1842
"874",1707
"875",1403
"876",1407
