"","x"
"407",264
"408",283
"409",251
"410",246
"411",268
"412",244
"413",260
"414",257
"415",281
"416",270
"417",293
"418",243
"419",609
"420",732
"421",816
"422",844
"423",970
"424",870
"425",919
"426",906
"427",1027
"428",905
"429",914
"430",966
"431",1138
"432",1312
"433",1202
"434",1174
"435",1411
"436",1485
"437",1765
"438",1852
"439",2091
"440",2076
"441",2292
"442",1897
"443",1611
"444",1464
"445",1066
"446",799
"447",660
"448",533
"449",450
"450",437
"451",421
"452",387
"453",221
"454",271
"455",273
"456",242
"457",229
"458",212
"459",229
"460",232
"461",175
"462",239
"463",165
"464",233
"465",245
"466",254
"467",310
"468",304
"469",328
"470",282
"471",830
"472",839
"473",885
"474",913
"475",912
"476",1013
"477",1186
"478",903
"479",1155
"480",1253
"481",1403
"482",1601
"483",1858
"484",1673
"485",1508
"486",1473
"487",1895
"488",2462
"489",2458
"490",2446
"491",2460
"492",2091
"493",2174
"494",1973
"495",1990
"496",1245
"497",885
"498",818
"499",800
"500",737
"501",594
"502",520
"503",496
"504",498
"505",384
"506",305
"507",269
"508",277
"509",261
"510",220
"511",166
"512",230
"513",228
"514",150
"515",250
"516",237
"517",249
"518",298
"519",340
"520",329
"521",381
"522",371
"523",695
"524",752
"525",813
"526",959
"527",927
"528",1070
"529",1147
"530",922
"531",1037
"532",1016
"533",1064
"534",1161
"535",1227
"536",1418
"537",1500
"538",1911
"539",2614
"540",3619
"541",4583
"542",4787
"543",4673
"544",4198
"545",3568
"546",3153
"547",2477
"548",1926
"549",1431
"550",1078
"551",914
"552",758
"553",648
"554",541
"555",490
"556",476
"557",572
"558",367
"559",279
"560",331
"561",252
"562",229
"563",232
"564",209
"565",219
"566",266
"567",312
"568",253
"569",268
"570",286
"571",276
"572",302
"573",314
"574",304
"575",598
"576",644
"577",687
"578",770
"579",688
"580",835
"581",846
"582",878
"583",861
"584",904
"585",974
"586",906
"587",872
"588",917
"589",959
"590",928
"591",1142
"592",1358
"593",1920
"594",2131
"595",2189
"596",2256
"597",2531
"598",2132
"599",1657
"600",1436
"601",1219
"602",1037
"603",984
"604",913
"605",2013
"606",1647
"607",1285
"608",1262
"609",1163
"610",1224
"611",1192
"612",1187
"613",880
"614",618
"615",600
"616",553
"617",527
"618",530
"619",590
"620",588
"621",583
"622",778
"623",1583
"624",2150
"625",2307
"626",2279
"627",2467
"628",4968
"629",7224
"630",11269
"631",10959
"632",8776
"633",6334
"634",4155
"635",2315
"636",1992
"637",1889
"638",1448
"639",1454
"640",1417
"641",1314
"642",1239
"643",1326
"644",1319
"645",1441
"646",1493
"647",1407
"648",1152
"649",1032
"650",896
"651",922
"652",754
"653",730
"654",670
"655",706
"656",563
"657",609
"658",606
"659",484
"660",647
"661",595
"662",597
"663",571
"664",573
"665",565
"666",482
"667",481
"668",437
"669",334
"670",317
"671",402
"672",451
"673",500
"674",424
"675",455
"676",558
"677",589
"678",656
"679",521
"680",758
"681",900
"682",987
"683",1003
"684",1129
"685",1073
"686",1072
"687",917
"688",1037
"689",1091
"690",1138
"691",1341
"692",1613
"693",1677
"694",1928
"695",2720
"696",3783
"697",3708
"698",3668
"699",3659
"700",3236
"701",2962
"702",2557
"703",2215
"704",1717
"705",1558
"706",1295
"707",929
"708",892
"709",757
"710",714
"711",787
"712",616
"713",529
"714",675
"715",531
"716",428
"717",424
"718",506
"719",485
"720",328
"721",418
"722",416
"723",438
"724",394
"725",443
"726",512
"727",552
"728",564
"729",596
"730",708
"731",749
"732",1232
"733",1213
"734",1206
"735",1190
"736",1301
"737",1255
"738",1235
"739",1146
"740",1209
"741",1096
"742",1184
"743",1180
"744",1371
"745",1240
"746",1258
"747",1250
"748",1435
"749",1659
"750",1498
"751",1884
"752",2163
"753",2169
"754",2457
"755",2810
"756",2174
"757",1531
"758",1464
"759",1306
"760",1184
"761",1113
"762",1059
"763",821
"764",746
"765",620
"766",646
"767",604
"768",472
"769",492
"770",486
"771",486
"772",517
"773",475
"774",545
"775",607
"776",484
"777",524
"778",648
"779",717
"780",657
"781",860
"782",827
"783",822
"784",1100
"785",1127
"786",1214
"787",1129
"788",1253
"789",1392
"790",1384
"791",1345
"792",1838
"793",2472
"794",3389
"795",4005
"796",3889
"797",3545
"798",3993
"799",3818
"800",3152
"801",2976
"802",2719
"803",2437
"804",2182
"805",2208
"806",1964
"807",2005
"808",1787
"809",1565
"810",1456
"811",1242
"812",1156
"813",1063
"814",922
"815",927
"816",855
"817",757
"818",772
"819",813
"820",687
"821",688
"822",649
"823",587
"824",622
"825",511
"826",533
"827",483
"828",450
"829",545
"830",520
"831",583
"832",625
"833",748
"834",806
"835",828
"836",1230
"837",1381
"838",1371
"839",1508
"840",1572
"841",1600
"842",1594
"843",1577
"844",1524
"845",2001
"846",2011
"847",2504
"848",2829
"849",2988
"850",2762
"851",2885
"852",2695
"853",2255
"854",2100
"855",2054
"856",2118
"857",2084
"858",1865
"859",1853
"860",1727
"861",1787
"862",1786
"863",1728
"864",1485
"865",1539
"866",1436
"867",1500
"868",1214
"869",1172
"870",919
"871",1018
"872",890
"873",878
"874",611
"875",491
"876",418
