"","x"
"336",94
"337",71
"338",61
"339",56
"340",47
"341",45
"342",39
"343",30
"344",28
"345",23
"346",13
"347",12
"348",7
"349",9
"350",13
"351",10
"352",7
"353",6
"354",21
"355",11
"356",19
"357",13
"358",7
"359",7
"360",17
"361",19
"362",21
"363",17
"364",23
"365",28
"366",22
"367",281
"368",231
"369",382
"370",255
"371",276
"372",320
"373",246
"374",267
"375",378
"376",261
"377",292
"378",296
"379",352
"380",451
"381",423
"382",636
"383",886
"384",1600
"385",1950
"386",2023
"387",1576
"388",1094
"389",960
"390",662
"391",452
"392",389
"393",321
"394",288
"395",307
"396",349
"397",258
"398",275
"399",197
"400",177
"401",162
"402",142
"403",132
"404",110
"405",105
"406",82
"407",111
"408",94
"409",101
"410",91
"411",80
"412",71
"413",109
"414",209
"415",132
"416",138
"417",190
"418",171
"419",220
"420",241
"421",287
"422",287
"423",310
"424",371
"425",462
"426",365
"427",489
"428",514
"429",710
"430",926
"431",1132
"432",1188
"433",1162
"434",1314
"435",1431
"436",1329
"437",1187
"438",1472
"439",1354
"440",1387
"441",1179
"442",751
"443",732
"444",748
"445",832
"446",671
"447",519
"448",504
"449",386
"450",388
"451",366
"452",252
"453",299
"454",309
"455",201
"456",204
"457",216
"458",220
"459",198
"460",162
"461",197
"462",201
"463",227
"464",275
"465",246
"466",337
"467",330
"468",254
"469",246
"470",290
"471",342
"472",434
"473",752
"474",755
"475",835
"476",1191
"477",1260
"478",1179
"479",1237
"480",1299
"481",1603
"482",1389
"483",1360
"484",1255
"485",1198
"486",1150
"487",2096
"488",2127
"489",2699
"490",2755
"491",2940
"492",2433
"493",1891
"494",1652
"495",853
"496",935
"497",1026
"498",1059
"499",792
"500",725
"501",650
"502",644
"503",595
"504",505
"505",515
"506",456
"507",433
"508",383
"509",431
"510",283
"511",207
"512",378
"513",414
"514",320
"515",264
"516",356
"517",419
"518",406
"519",282
"520",500
"521",710
"522",566
"523",866
"524",1076
"525",1159
"526",1253
"527",1371
"528",1474
"529",1357
"530",1419
"531",1563
"532",1065
"533",869
"534",805
"535",858
"536",1170
"537",2024
"538",1786
"539",2928
"540",4462
"541",4480
"542",4175
"543",3428
"544",2693
"545",2478
"546",1588
"547",1359
"548",991
"549",1084
"550",950
"551",907
"552",434
"553",355
"554",424
"555",384
"556",344
"557",512
"558",275
"559",434
"560",344
"561",264
"562",294
"563",324
"564",414
"565",313
"566",390
"567",336
"568",353
"569",263
"570",137
"571",227
"572",532
"573",598
"574",256
"575",650
"576",574
"577",477
"578",513
"579",722
"580",543
"581",522
"582",633
"583",554
"584",641
"585",536
"586",700
"587",637
"588",688
"589",709
"590",946
"591",1441
"592",1825
"593",2298
"594",2511
"595",2104
"596",1765
"597",1534
"598",1280
"599",1118
"600",845
"601",691
"602",836
"603",537
"604",687
"605",1807
"606",1431
"607",1197
"608",875
"609",843
"610",714
"611",502
"612",603
"613",563
"614",666
"615",662
"616",687
"617",654
"618",531
"619",507
"620",613
"621",1753
"622",3224
"623",3982
"624",3367
"625",5142
"626",3444
"627",5356
"628",9116
"629",9027
"630",7747
"631",5809
"632",5606
"633",4183
"634",3502
"635",2740
"636",3014
"637",2749
"638",2427
"639",1979
"640",2334
"641",2278
"642",2614
"643",2463
"644",2331
"645",2744
"646",2323
"647",2741
"648",3035
"649",2629
"650",2661
"651",1841
"652",1671
"653",1390
"654",1283
"655",1262
"656",1146
"657",1257
"658",1128
"659",1083
"660",895
"661",896
"662",821
"663",699
"664",533
"665",601
"666",489
"667",488
"668",492
"669",506
"670",404
"671",467
"672",350
"673",576
"674",538
"675",791
"676",828
"677",739
"678",843
"679",963
"680",1638
"681",1575
"682",1705
"683",1693
"684",1967
"685",2093
"686",2065
"687",1708
"688",2076
"689",1952
"690",2221
"691",2400
"692",3062
"693",2909
"694",3535
"695",5130
"696",5714
"697",6357
"698",5785
"699",7688
"700",5715
"701",3853
"702",2944
"703",2462
"704",2031
"705",1674
"706",1562
"707",1177
"708",1089
"709",1074
"710",1002
"711",987
"712",884
"713",716
"714",697
"715",616
"716",673
"717",575
"718",513
"719",456
"720",553
"721",499
"722",515
"723",479
"724",470
"725",555
"726",664
"727",828
"728",808
"729",740
"730",701
"731",770
"732",1354
"733",1203
"734",1376
"735",1388
"736",1472
"737",1409
"738",1644
"739",1296
"740",1510
"741",1206
"742",1454
"743",1380
"744",1297
"745",1445
"746",1384
"747",1455
"748",1642
"749",1710
"750",1936
"751",2128
"752",2205
"753",2561
"754",2087
"755",2593
"756",1973
"757",1825
"758",1565
"759",1382
"760",1450
"761",1290
"762",1250
"763",1175
"764",1135
"765",1228
"766",816
"767",916
"768",807
"769",832
"770",867
"771",769
"772",743
"773",739
"774",683
"775",801
"776",853
"777",799
"778",1021
"779",1055
"780",1023
"781",1279
"782",1291
"783",1324
"784",1558
"785",1894
"786",1643
"787",2026
"788",2100
"789",2731
"790",2620
"791",3057
"792",3521
"793",4386
"794",5219
"795",5987
"796",6309
"797",5924
"798",6636
"799",6344
"800",6220
"801",5001
"802",3856
"803",3229
"804",2815
"805",2755
"806",2744
"807",2350
"808",2189
"809",2079
"810",1947
"811",1759
"812",1612
"813",1547
"814",1395
"815",1478
"816",1505
"817",1250
"818",1134
"819",1001
"820",947
"821",1101
"822",927
"823",910
"824",896
"825",808
"826",783
"827",699
"828",822
"829",905
"830",1047
"831",1327
"832",1543
"833",1792
"834",1936
"835",2058
"836",1910
"837",2153
"838",2135
"839",2393
"840",2362
"841",2604
"842",3152
"843",3353
"844",3183
"845",4473
"846",5175
"847",6711
"848",7448
"849",7796
"850",6658
"851",5749
"852",4686
"853",4562
"854",3946
"855",3363
"856",3328
"857",2973
"858",2894
"859",2472
"860",2551
"861",2314
"862",2314
"863",2424
"864",2198
"865",2082
"866",1816
"867",1808
"868",1852
"869",1795
"870",1599
"871",1448
"872",1321
"873",1173
"874",1096
"875",999
"876",684
