"","x"
"210",87
"211",117
"212",117
"213",163
"214",155
"215",155
"216",136
"217",126
"218",120
"219",126
"220",119
"221",145
"222",138
"223",184
"224",142
"225",267
"226",324
"227",380
"228",353
"229",317
"230",287
"231",351
"232",251
"233",252
"234",217
"235",155
"236",158
"237",146
"238",105
"239",89
"240",90
"241",72
"242",59
"243",NA
"244",NA
"245",NA
"246",NA
"247",NA
"248",NA
"249",NA
"250",NA
"251",NA
"252",NA
"253",NA
"254",NA
"255",NA
"256",NA
"257",NA
"258",NA
"259",NA
"260",NA
"261",NA
"262",128
"263",112
"264",159
"265",163
"266",157
"267",220
"268",188
"269",195
"270",218
"271",202
"272",208
"273",177
"274",180
"275",176
"276",235
"277",213
"278",339
"279",372
"280",563
"281",602
"282",515
"283",441
"284",276
"285",302
"286",246
"287",202
"288",162
"289",173
"290",135
"291",174
"292",122
"293",156
"294",119
"295",86
"296",84
"297",75
"298",109
"299",71
"300",84
"301",66
"302",82
"303",47
"304",48
"305",53
"306",66
"307",63
"308",52
"309",59
"310",70
"311",78
"312",93
"313",76
"314",163
"315",176
"316",163
"317",173
"318",334
"319",351
"320",512
"321",748
"322",882
"323",1153
"324",1485
"325",1621
"326",1352
"327",1161
"328",769
"329",591
"330",466
"331",341
"332",382
"333",508
"334",477
"335",436
"336",401
"337",517
"338",411
"339",384
"340",386
"341",251
"342",334
"343",306
"344",257
"345",228
"346",215
"347",251
"348",139
"349",74
"350",80
"351",85
"352",172
"353",54
"354",48
"355",126
"356",11
"357",44
"358",127
"359",146
"360",50
"361",58
"362",156
"363",54
"364",190
"365",131
"366",198
"367",423
"368",625
"369",638
"370",819
"371",746
"372",719
"373",590
"374",646
"375",752
"376",786
"377",779
"378",674
"379",946
"380",1059
"381",964
"382",879
"383",1169
"384",1782
"385",1880
"386",2505
"387",1607
"388",1251
"389",1225
"390",1169
"391",905
"392",735
"393",511
"394",526
"395",517
"396",393
"397",392
"398",407
"399",251
"400",183
"401",191
"402",182
"403",155
"404",129
"405",134
"406",127
"407",134
"408",148
"409",116
"410",145
"411",166
"412",61
"413",148
"414",126
"415",180
"416",244
"417",230
"418",251
"419",515
"420",501
"421",379
"422",425
"423",469
"424",511
"425",496
"426",430
"427",532
"428",457
"429",505
"430",530
"431",655
"432",808
"433",934
"434",977
"435",977
"436",710
"437",991
"438",1002
"439",1315
"440",1167
"441",1690
"442",1489
"443",1176
"444",1103
"445",652
"446",473
"447",394
"448",273
"449",256
"450",320
"451",292
"452",238
"453",216
"454",184
"455",143
"456",137
"457",142
"458",134
"459",137
"460",128
"461",125
"462",122
"463",66
"464",105
"465",91
"466",108
"467",148
"468",125
"469",133
"470",103
"471",499
"472",478
"473",528
"474",490
"475",522
"476",429
"477",518
"478",485
"479",638
"480",625
"481",707
"482",719
"483",695
"484",694
"485",612
"486",598
"487",708
"488",621
"489",774
"490",673
"491",679
"492",749
"493",779
"494",764
"495",565
"496",606
"497",426
"498",364
"499",309
"500",224
"501",180
"502",221
"503",170
"504",175
"505",134
"506",118
"507",113
"508",101
"509",92
"510",66
"511",87
"512",69
"513",72
"514",58
"515",61
"516",74
"517",68
"518",91
"519",135
"520",129
"521",131
"522",526
"523",629
"524",782
"525",722
"526",786
"527",753
"528",832
"529",898
"530",953
"531",983
"532",921
"533",412
"534",1100
"535",1047
"536",1041
"537",1105
"538",1222
"539",1560
"540",1987
"541",3095
"542",3057
"543",3107
"544",2399
"545",1918
"546",1576
"547",1269
"548",999
"549",834
"550",732
"551",630
"552",568
"553",554
"554",517
"555",554
"556",527
"557",557
"558",425
"559",405
"560",382
"561",367
"562",351
"563",335
"564",289
"565",271
"566",298
"567",254
"568",269
"569",287
"570",270
"571",344
"572",315
"573",564
"574",605
"575",893
"576",848
"577",836
"578",1010
"579",1071
"580",1241
"581",1261
"582",1153
"583",1222
"584",1433
"585",1435
"586",395
"587",1592
"588",882
"589",1450
"590",1374
"591",1611
"592",2098
"593",2564
"594",3594
"595",3694
"596",4147
"597",3433
"598",2465
"599",2265
"600",2032
"601",1699
"602",1487
"603",1249
"604",1063
"605",2267
"606",2186
"607",1533
"608",1436
"609",1340
"610",1215
"611",1599
"612",1942
"613",1646
"614",1384
"615",1155
"616",997
"617",930
"618",904
"619",918
"620",856
"621",966
"622",1062
"623",1318
"624",2159
"625",2961
"626",3349
"627",3578
"628",6445
"629",9239
"630",15928
"631",16526
"632",11369
"633",7475
"634",4818
"635",2868
"636",2604
"637",2505
"638",2271
"639",2164
"640",2203
"641",2114
"642",1856
"643",1811
"644",2010
"645",1734
"646",1424
"647",1470
"648",1569
"649",1738
"650",1697
"651",1605
"652",1470
"653",1331
"654",1101
"655",1007
"656",1108
"657",1124
"658",1147
"659",998
"660",1099
"661",1016
"662",1011
"663",868
"664",901
"665",746
"666",656
"667",722
"668",569
"669",577
"670",538
"671",555
"672",535
"673",620
"674",667
"675",679
"676",815
"677",869
"678",1018
"679",930
"680",1119
"681",1276
"682",1314
"683",1335
"684",1357
"685",1495
"686",1512
"687",1464
"688",1659
"689",1605
"690",1574
"691",1858
"692",2131
"693",2380
"694",2754
"695",3895
"696",4800
"697",5633
"698",5488
"699",5605
"700",4889
"701",3835
"702",2830
"703",2443
"704",1869
"705",1765
"706",1533
"707",1133
"708",1121
"709",907
"710",936
"711",936
"712",953
"713",863
"714",841
"715",836
"716",806
"717",653
"718",633
"719",636
"720",542
"721",525
"722",513
"723",494
"724",507
"725",565
"726",601
"727",606
"728",682
"729",891
"730",1109
"731",1263
"732",1340
"733",1424
"734",1414
"735",1508
"736",1546
"737",1681
"738",1661
"739",1487
"740",1739
"741",1557
"742",1691
"743",1681
"744",1938
"745",1779
"746",1513
"747",1645
"748",1655
"749",1746
"750",1672
"751",1826
"752",1740
"753",1691
"754",1714
"755",1679
"756",1610
"757",1439
"758",1305
"759",1238
"760",1214
"761",1145
"762",1124
"763",991
"764",947
"765",874
"766",873
"767",858
"768",867
"769",789
"770",735
"771",685
"772",629
"773",679
"774",686
"775",675
"776",652
"777",688
"778",741
"779",825
"780",883
"781",1083
"782",1229
"783",1240
"784",1353
"785",1435
"786",1456
"787",1497
"788",1447
"789",1585
"790",1705
"791",1915
"792",2278
"793",3210
"794",4462
"795",6338
"796",7539
"797",7018
"798",8120
"799",7090
"800",3683
"801",4053
"802",3192
"803",3311
"804",3197
"805",3203
"806",3196
"807",2953
"808",2623
"809",2346
"810",1978
"811",1762
"812",1219
"813",1127
"814",1067
"815",978
"816",832
"817",809
"818",817
"819",708
"820",713
"821",711
"822",621
"823",566
"824",532
"825",517
"826",509
"827",463
"828",517
"829",572
"830",357
"831",620
"832",894
"833",1007
"834",1161
"835",1129
"836",1296
"837",1304
"838",1420
"839",1566
"840",1560
"841",1580
"842",1684
"843",1721
"844",1600
"845",2097
"846",1996
"847",2560
"848",3256
"849",3982
"850",4281
"851",4913
"852",4366
"853",3770
"854",3314
"855",2937
"856",2851
"857",2524
"858",2236
"859",1955
"860",1970
"861",1861
"862",1964
"863",1879
"864",1447
"865",1383
"866",1298
"867",1286
"868",1192
"869",1302
"870",1125
"871",1066
"872",948
"873",916
"874",815
"875",771
"876",619
