"","x"
"595",279
"596",377
"597",432
"598",268
"599",252
"600",178
"601",178
"602",119
"603",85
"604",90
"605",148
"606",127
"607",116
"608",96
"609",85
"610",47
"611",39
"612",26
"613",46
"614",38
"615",37
"616",50
"617",64
"618",54
"619",46
"620",79
"621",117
"622",641
"623",516
"624",610
"625",652
"626",933
"627",1002
"628",2602
"629",3878
"630",4409
"631",3135
"632",2561
"633",1709
"634",984
"635",678
"636",760
"637",574
"638",453
"639",364
"640",381
"641",418
"642",360
"643",471
"644",443
"645",682
"646",691
"647",707
"648",650
"649",764
"650",542
"651",548
"652",379
"653",323
"654",302
"655",236
"656",195
"657",207
"658",172
"659",222
"660",163
"661",146
"662",89
"663",122
"664",90
"665",98
"666",80
"667",76
"668",80
"669",68
"670",111
"671",54
"672",60
"673",51
"674",84
"675",86
"676",94
"677",109
"678",124
"679",151
"680",216
"681",227
"682",241
"683",213
"684",178
"685",306
"686",270
"687",162
"688",323
"689",318
"690",362
"691",335
"692",375
"693",389
"694",380
"695",489
"696",878
"697",862
"698",943
"699",1186
"700",1276
"701",1056
"702",838
"703",500
"704",353
"705",257
"706",230
"707",196
"708",148
"709",116
"710",84
"711",95
"712",91
"713",73
"714",25
"715",26
"716",8
"717",24
"718",8
"719",10
"720",8
"721",18
"722",19
"723",11
"724",12
"725",8
"726",17
"727",30
"728",59
"729",103
"730",56
"731",69
"732",223
"733",211
"734",184
"735",280
"736",303
"737",255
"738",220
"739",166
"740",276
"741",212
"742",333
"743",269
"744",342
"745",313
"746",364
"747",407
"748",464
"749",643
"750",747
"751",839
"752",807
"753",917
"754",859
"755",679
"756",396
"757",273
"758",211
"759",177
"760",165
"761",157
"762",143
"763",97
"764",77
"765",59
"766",26
"767",8
"768",9
"769",5
"770",6
"771",18
"772",15
"773",11
"774",14
"775",19
"776",9
"777",13
"778",54
"779",59
"780",67
"781",91
"782",76
"783",98
"784",254
"785",255
"786",323
"787",285
"788",378
"789",340
"790",415
"791",357
"792",510
"793",581
"794",670
"795",868
"796",1105
"797",1173
"798",1323
"799",1444
"800",1393
"801",1282
"802",1101
"803",811
"804",622
"805",479
"806",456
"807",360
"808",277
"809",245
"810",196
"811",177
"812",148
"813",165
"814",141
"815",118
"816",92
"817",98
"818",83
"819",20
"820",16
"821",22
"822",12
"823",8
"824",8
"825",11
"826",10
"827",8
"828",64
"829",55
"830",54
"831",20
"832",72
"833",97
"834",80
"835",143
"836",182
"837",236
"838",217
"839",276
"840",268
"841",290
"842",243
"843",290
"844",220
"845",342
"846",395
"847",640
"848",746
"849",824
"850",778
"851",914
"852",845
"853",808
"854",529
"855",470
"856",414
"857",386
"858",308
"859",353
"860",255
"861",196
"862",230
"863",188
"864",167
"865",176
"866",144
"867",141
"868",110
"869",99
"870",109
"871",12
"872",13
"873",17
"874",8
"875",11
"876",7
